Max_Bandwidth,ODU,OTN,# ODU better than OTN 
10,81,1000,1000
20,148,1000,1000
30,214,1000,1000
40,281,1000,1000
50,348,1000,1000
60,414,1000,1000
70,481,1000,1000
80,547,1000,1000
90,614,1000,1000
100,680,1000,1000
110,747,1090,1000
120,814,1166,1000
130,881,1230,1000
140,946,1286,1000
150,1014,1333,1000
160,1082,1374,1000
170,1147,1410,1000
180,1214,1443,1000
190,1280,1473,1000
200,1346,1500,994
