Max_Bandwidth,ODU,OTN,# ODU better than OTN 
10,130,1000,1000
20,241,1000,1000
30,353,1000,1000
40,463,1000,1000
50,575,1000,1000
60,687,1000,1000
70,800,1000,1000
80,910,1000,1000
90,1022,1000,227
100,1135,1000,0
110,1246,1069,0
120,1357,1136,0
130,1468,1196,0
140,1580,1255,0
150,1691,1305,0
160,1801,1352,0
170,1914,1394,0
180,2024,1432,0
190,2140,1468,0
200,2249,1498,0
