Max_Bandwidth,ODU,OTN,# ODU better than OTN 
10,154,2000,1000
20,287,2000,1000
30,421,2000,1000
40,554,2000,1000
50,687,2000,1000
60,821,2000,1000
70,955,2000,1000
80,1089,2000,1000
90,1221,2000,1000
100,1355,2000,1000
110,1486,2182,1000
120,1621,2333,1000
130,1754,2461,1000
140,1889,2568,1000
150,2018,2666,1000
160,2154,2752,1000
170,2292,2824,1000
180,2423,2889,1000
190,2556,2946,1000
200,2688,2999,1000
