Max_Bandwidth,ODU,OTN,# ODU better than OTN 
10,77,1000,1000
20,144,1000,1000
30,210,1000,1000
40,277,1000,1000
50,343,1000,1000
60,410,1000,1000
70,477,1000,1000
80,544,1000,1000
90,611,1000,1000
100,677,1000,1000
110,744,1069,1000
120,810,1135,1000
130,877,1198,1000
140,943,1254,1000
150,1009,1305,1000
160,1078,1352,1000
170,1144,1395,1000
180,1210,1431,1000
190,1277,1465,1000
200,1345,1497,998
