Max_Bandwidth,ODU,OTN,# ODU better than OTN 
10,163,1000,1000
20,275,1000,1000
30,387,1000,1000
40,499,1000,1000
50,610,1000,1000
60,721,1000,1000
70,832,1000,1000
80,944,1000,959
90,1056,1000,54
100,1167,1000,0
110,1278,1091,0
120,1393,1167,0
130,1500,1230,0
140,1611,1286,0
150,1723,1332,0
160,1832,1375,0
170,1948,1412,0
180,2062,1445,0
190,2170,1472,0
200,2280,1499,0
