Max_Bandwidth,ODU,OTN,# ODU better than OTN 
10,150,2000,1000
20,284,2000,1000
30,416,2000,1000
40,550,2000,1000
50,684,2000,1000
60,816,2000,1000
70,953,2000,1000
80,1084,2000,1000
90,1215,2000,1000
100,1351,2000,1000
110,1481,2181,1000
120,1615,2333,1000
130,1749,2462,1000
140,1882,2570,1000
150,2016,2665,1000
160,2150,2751,1000
170,2282,2822,1000
180,2414,2888,1000
190,2553,2945,1000
200,2682,3000,999
