Max_Bandwidth,ODU,OTN,# ODU better than OTN 
10,146,2000,1000
20,280,2000,1000
30,413,2000,1000
40,546,2000,1000
50,679,2000,1000
60,813,2000,1000
70,947,2000,1000
80,1079,2000,1000
90,1213,2000,1000
100,1347,2000,1000
110,1476,2138,1000
120,1612,2272,1000
130,1745,2394,1000
140,1879,2509,1000
150,2013,2613,1000
160,2145,2706,1000
170,2280,2787,1000
180,2414,2864,1000
190,2546,2933,1000
200,2679,2996,1000
