Max_Bandwidth,ODU,OTN,# ODU better than OTN 
10,136,1000,1000
20,248,1000,1000
30,359,1000,1000
40,472,1000,1000
50,582,1000,1000
60,693,1000,1000
70,806,1000,1000
80,916,1000,995
90,1027,1000,187
100,1140,1000,0
110,1252,1091,0
120,1363,1166,0
130,1475,1231,0
140,1585,1284,0
150,1698,1333,0
160,1808,1375,0
170,1922,1411,0
180,2030,1444,0
190,2146,1471,0
200,2254,1499,0
