Max_Bandwidth,ODU,OTN,# ODU better than OTN 
10,150,2000,1000
20,284,2000,1000
30,417,2000,1000
40,550,2000,1000
50,683,2000,1000
60,817,2000,1000
70,949,2000,1000
80,1082,2000,1000
90,1218,2000,1000
100,1350,2000,1000
110,1482,2181,1000
120,1616,2331,1000
130,1750,2462,1000
140,1886,2570,1000
150,2020,2665,1000
160,2150,2750,1000
170,2282,2823,1000
180,2419,2888,1000
190,2553,2947,1000
200,2679,2998,1000
