Max_Bandwidth,ODU,OTN,# ODU better than OTN 
10,77,1000,1000
20,143,1000,1000
30,210,1000,1000
40,276,1000,1000
50,343,1000,1000
60,410,1000,1000
70,477,1000,1000
80,543,1000,1000
90,610,1000,1000
100,677,1000,1000
110,745,1091,1000
120,809,1167,1000
130,877,1230,1000
140,944,1285,1000
150,1009,1334,1000
160,1076,1375,1000
170,1144,1410,1000
180,1210,1443,1000
190,1276,1472,1000
200,1345,1499,999
