Max_Bandwidth,ODU,OTN,# ODU better than OTN 
10,154,2000,1000
20,288,2000,1000
30,420,2000,1000
40,554,2000,1000
50,687,2000,1000
60,820,2000,1000
70,954,2000,1000
80,1088,2000,1000
90,1222,2000,1000
100,1354,2000,1000
110,1488,2182,1000
120,1623,2332,1000
130,1754,2464,1000
140,1887,2571,1000
150,2020,2668,1000
160,2156,2750,1000
170,2287,2822,1000
180,2420,2888,1000
190,2554,2948,1000
200,2688,3001,1000
