Max_Bandwidth,ODU,OTN,# ODU better than OTN 
10,156,1000,1000
20,268,1000,1000
30,380,1000,1000
40,492,1000,1000
50,604,1000,1000
60,714,1000,1000
70,827,1000,1000
80,939,1000,983
90,1051,1000,46
100,1162,1000,0
110,1272,1069,0
120,1384,1136,0
130,1496,1197,0
140,1604,1255,0
150,1720,1305,0
160,1828,1352,0
170,1941,1395,0
180,2054,1433,0
190,2166,1467,0
200,2275,1496,0
