Max_Bandwidth,ODU,OTN,# ODU better than OTN 
10,287,2000,1000
20,551,2000,1000
30,814,2000,1000
40,1076,2000,1000
50,1338,2000,1000
60,1602,2000,1000
70,1866,2000,990
80,2128,2000,25
90,2393,2000,0
100,2653,2000,0
110,2917,2139,0
120,3178,2269,0
130,3442,2396,0
140,3708,2510,0
150,3966,2612,0
160,4233,2703,0
170,4496,2788,0
180,4760,2864,0
190,5020,2933,0
200,5282,2997,0
